instance,group,algorithm,seed,route_id,customer_sequence,load,distance,travel_time,feasible
C1_10_1,C1,GWO,2026,28,679 491,20.0,333.065562,853.306945,True
C1_10_1,C1,GWO,2026,29,7 666,50.0,720.022219,1376.760267,True
C1_10_1,C1,GWO,2026,30,532,10.0,535.451212,625.451212,True
C1_10_1,C1,GWO,2026,31,259,20.0,433.035795,859.517898,True
C1_10_1,C1,GWO,2026,32,804,20.0,116.378692,645.189346,True
C1_10_1,C1,GWO,2026,33,682,30.0,502.589296,748.294648,True
C1_10_1,C1,GWO,2026,34,322 799,40.0,601.287525,1099.546142,True
C1_10_1,C1,GWO,2026,35,822,10.0,531.992481,966.996241,True
C1_10_1,C1,GWO,2026,36,313,10.0,463.262345,618.631172,True
C1_10_1,C1,GWO,2026,37,343,10.0,280.371183,726.185591,True
C1_10_1,C1,GWO,2026,38,652 839,40.0,1054.521713,1451.879183,True
C1_10_1,C1,GWO,2026,39,189,10.0,331.9036,1050.9518,True
C1_10_1,C1,GWO,2026,40,838,10.0,426.356658,1036.178329,True
C1_10_1,C1,GWO,2026,41,651,20.0,447.772264,982.886132,True
C1_10_1,C1,GWO,2026,42,170 883,30.0,840.091366,1326.922396,True
C1_10_1,C1,GWO,2026,43,169,20.0,277.243575,1176.621788,True
C1_10_1,C1,GWO,2026,44,638 645,30.0,664.879542,1041.572545,True
C1_10_1,C1,GWO,2026,45,962 284,30.0,971.823371,1443.30749,True
C1_10_1,C1,GWO,2026,46,821,10.0,324.776846,944.388423,True
C1_10_1,C1,GWO,2026,47,646,20.0,256.943574,966.471787,True
C1_10_1,C1,GWO,2026,48,677,20.0,420.023809,949.011904,True
C1_10_1,C1,GWO,2026,49,674,20.0,553.07504,1354.53752,True
C1_10_1,C1,GWO,2026,50,94 673,60.0,645.380069,1168.287282,True
C1_10_1,C1,GWO,2026,51,814,40.0,401.263006,1215.631503,True
C1_10_1,C1,GWO,2026,52,544 275,40.0,638.47187,1147.938655,True
C1_10_1,C1,GWO,2026,53,622,10.0,543.646944,1065.823472,True
C1_10_1,C1,GWO,2026,54,722,20.0,626.162918,716.162918,True
C1_10_1,C1,GWO,2026,55,365,20.0,174.928557,511.464278,True
C1_10_1,C1,GWO,2026,56,910,10.0,347.539926,864.769963,True
C1_10_1,C1,GWO,2026,57,308,20.0,170.293864,510.146932,True
C1_10_1,C1,GWO,2026,58,497,30.0,475.890744,814.945372,True
C1_10_1,C1,GWO,2026,59,68,20.0,622.89646,950.44823,True
C1_10_1,C1,GWO,2026,60,627,20.0,439.84088,683.92044,True
C1_10_1,C1,GWO,2026,61,490,10.0,660.560368,1087.280184,True
C1_10_1,C1,GWO,2026,62,108,10.0,541.970479,631.970479,True
C1_10_1,C1,GWO,2026,63,533 310,20.0,645.705501,1751.991166,True
C1_10_1,C1,GWO,2026,64,731,40.0,691.586582,1394.793291,True
C1_10_1,C1,GWO,2026,65,925,20.0,475.209428,990.604714,True
C1_10_1,C1,GWO,2026,66,66 201,40.0,635.143092,1117.842471,True
C1_10_1,C1,GWO,2026,67,511 518,40.0,492.795219,1206.78067,True
C1_10_1,C1,GWO,2026,68,573 897,40.0,491.234829,1071.980349,True
C1_10_1,C1,GWO,2026,69,520,30.0,319.405698,569.702849,True
C1_10_1,C1,GWO,2026,70,798,20.0,353.411941,696.70597,True
C1_10_1,C1,GWO,2026,71,426 732,20.0,497.703273,1110.897227,True
C1_10_1,C1,GWO,2026,72,889,20.0,590.338886,1318.169443,True
C1_10_1,C1,GWO,2026,73,25,10.0,226.433213,951.216607,True
C1_10_1,C1,GWO,2026,74,517,10.0,506.122515,1312.061257,True
C1_10_1,C1,GWO,2026,75,219,30.0,549.305015,787.652508,True
C1_10_1,C1,GWO,2026,76,39,30.0,250.351753,683.175876,True
C1_10_1,C1,GWO,2026,77,577 813,30.0,315.505906,495.505906,True
C1_10_1,C1,GWO,2026,78,257 905,30.0,694.813572,1135.065556,True
C1_10_1,C1,GWO,2026,79,180,10.0,622.385732,1243.192866,True
C1_10_1,C1,GWO,2026,80,163 693,30.0,546.9378,1354.311629,True
C1_10_1,C1,GWO,2026,81,396,20.0,352.238556,1051.119278,True
C1_10_1,C1,GWO,2026,82,411,20.0,332.96246,422.96246,True
C1_10_1,C1,GWO,2026,83,300 157 554,40.0,646.611456,1246.596047,True
C1_10_1,C1,GWO,2026,84,150,10.0,323.233662,1028.616831,True
C1_10_1,C1,GWO,2026,85,238 147,60.0,589.943541,1351.614275,True
C1_10_1,C1,GWO,2026,86,216,10.0,566.137792,1075.068896,True
C1_10_1,C1,GWO,2026,87,342 24,30.0,488.112006,1285.376606,True
C1_10_1,C1,GWO,2026,88,837,10.0,476.592069,722.296034,True
C1_10_1,C1,GWO,2026,89,269,20.0,548.977231,1088.488615,True
C1_10_1,C1,GWO,2026,90,273 881,50.0,428.714529,1425.357179,True
C1_10_1,C1,GWO,2026,91,576,10.0,128.576825,1016.288413,True
C1_10_1,C1,GWO,2026,92,708 401,50.0,888.306251,1304.440795,True
C1_10_1,C1,GWO,2026,93,469,20.0,334.388995,1514.194498,True
C1_10_1,C1,GWO,2026,94,849 903 642,60.0,1071.93038,1662.172363,True
C1_10_1,C1,GWO,2026,95,768,20.0,392.70345,1011.351725,True
C1_10_1,C1,GWO,2026,96,114,10.0,476.340215,1091.170107,True
C1_10_1,C1,GWO,2026,97,510,30.0,236.279496,1046.139748,True
C1_10_1,C1,GWO,2026,98,209 579,60.0,922.015479,1398.557151,True
C1_10_1,C1,GWO,2026,99,182 286,50.0,562.034025,804.891176,True
C1_10_1,C1,GWO,2026,100,218 522,50.0,328.375845,1203.260792,True
C1_10_1,C1,GWO,2026,101,932 942,50.0,594.989033,1139.963738,True
C1_10_1,C1,GWO,2026,102,721,30.0,464.723574,798.361787,True
C1_10_1,C1,GWO,2026,103,323,20.0,549.224908,698.612454,True
C1_10_1,C1,GWO,2026,104,667 557,20.0,602.018109,840.779597,True
C1_10_1,C1,GWO,2026,105,419,20.0,555.254896,893.627448,True
C1_10_1,C1,GWO,2026,106,784,40.0,454.528327,606.264163,True
C1_10_1,C1,GWO,2026,107,154,10.0,540.414656,960.207328,True
C1_10_1,C1,GWO,2026,108,824,30.0,83.522452,888.761226,True
C1_10_1,C1,GWO,2026,109,281,20.0,298.328678,1104.164339,True
C1_10_1,C1,GWO,2026,110,203 832,30.0,613.598122,1242.587697,True
C1_10_1,C1,GWO,2026,111,449,20.0,481.319021,626.659511,True
C1_10_1,C1,GWO,2026,112,87,10.0,174.011494,322.005747,True
C1_10_1,C1,GWO,2026,113,882,10.0,560.035713,808.017857,True
C1_10_1,C1,GWO,2026,114,631,20.0,501.058879,649.529439,True
C1_10_1,C1,GWO,2026,115,495,20.0,189.525724,706.762862,True
C1_10_1,C1,GWO,2026,116,295,20.0,623.339394,1136.669697,True
C1_10_1,C1,GWO,2026,117,493,10.0,267.507009,1076.753505,True
C1_10_1,C1,GWO,2026,118,737,20.0,144.360659,842.18033,True
C1_10_1,C1,GWO,2026,119,796,20.0,186.171964,517.085982,True
C1_10_1,C1,GWO,2026,120,633 901,20.0,478.785861,713.97159,True
C1_10_1,C1,GWO,2026,121,947 888,30.0,252.133486,867.890641,True
C1_10_1,C1,GWO,2026,122,795,20.0,476.642424,995.321212,True
C1_10_1,C1,GWO,2026,123,957 827,40.0,601.754474,1137.039176,True
C1_10_1,C1,GWO,2026,124,565 55,40.0,437.000696,1241.855054,True
C1_10_1,C1,GWO,2026,125,22,20.0,27.202941,732.601471,True
C1_10_1,C1,GWO,2026,126,940 514,40.0,640.070057,1440.221349,True
C1_10_1,C1,GWO,2026,127,988 436,20.0,739.233775,1673.119314,True
C1_10_1,C1,GWO,2026,128,245,20.0,555.64737,1072.823685,True
C1_10_1,C1,GWO,2026,129,98,10.0,493.42882,1470.71441,True
C1_10_1,C1,GWO,2026,130,906,10.0,324.474961,842.23748,True
C1_10_1,C1,GWO,2026,131,681,10.0,524.183174,672.091587,True
C1_10_1,C1,GWO,2026,132,564,30.0,581.449912,820.724956,True
C1_10_1,C1,GWO,2026,133,28 765,30.0,1007.140648,1458.974467,True
C1_10_1,C1,GWO,2026,134,788 252,30.0,501.975007,1019.96026,True
C1_10_1,C1,GWO,2026,135,635,10.0,619.586959,1045.79348,True
C1_10_1,C1,GWO,2026,136,535 105,30.0,620.715477,1100.084982,True
C1_10_1,C1,GWO,2026,137,312,20.0,135.793962,555.896981,True
C1_10_1,C1,GWO,2026,138,183 450,40.0,544.75341,1157.148108,True
C1_10_1,C1,GWO,2026,139,760 944,30.0,813.167284,1219.342289,True
C1_10_1,C1,GWO,2026,140,222 341,30.0,781.723933,1208.537586,True
C1_10_1,C1,GWO,2026,141,75,10.0,530.558197,1328.279098,True
C1_10_1,C1,GWO,2026,142,171,10.0,531.751822,1418.875911,True
C1_10_1,C1,GWO,2026,143,206,20.0,426.075111,1036.037555,True
C1_10_1,C1,GWO,2026,144,38,20.0,392.70345,482.70345,True
C1_10_1,C1,GWO,2026,145,528,20.0,455.727989,792.863995,True
C1_10_1,C1,GWO,2026,146,72 45,40.0,627.334261,873.256379,True
C1_10_1,C1,GWO,2026,147,420 790,40.0,664.809889,1437.615394,True
C1_10_1,C1,GWO,2026,148,954,10.0,246.07316,490.03658,True
C1_10_1,C1,GWO,2026,149,34,20.0,444.346711,681.173356,True
C1_10_1,C1,GWO,2026,150,496,10.0,298.0,630.0,True
C1_10_1,C1,GWO,2026,151,152,10.0,388.329757,725.164878,True
C1_10_1,C1,GWO,2026,152,440,10.0,514.482264,922.241132,True
C1_10_1,C1,GWO,2026,153,503,10.0,501.278366,1290.639183,True
C1_10_1,C1,GWO,2026,154,130 350,40.0,573.906126,753.906126,True
C1_10_1,C1,GWO,2026,155,990,20.0,640.765168,887.382584,True
C1_10_1,C1,GWO,2026,156,408,10.0,631.506136,1340.753068,True
C1_10_1,C1,GWO,2026,157,190,10.0,532.353266,622.353266,True
C1_10_1,C1,GWO,2026,158,481 614,30.0,897.574468,1603.001597,True
C1_10_1,C1,GWO,2026,159,185,10.0,512.140606,1508.070303,True
C1_10_1,C1,GWO,2026,160,292,10.0,458.344848,1064.172424,True
C1_10_1,C1,GWO,2026,161,744,10.0,451.66802,975.83401,True
C1_10_1,C1,GWO,2026,162,30,10.0,234.350165,577.175083,True
C1_10_1,C1,GWO,2026,163,714 195,50.0,583.10065,1100.434984,True
C1_10_1,C1,GWO,2026,164,835 587,20.0,696.266089,1306.484723,True
C1_10_1,C1,GWO,2026,165,80,10.0,584.126699,1286.063349,True
C1_10_1,C1,GWO,2026,166,249 915,60.0,327.261876,971.00641,True
C1_10_1,C1,GWO,2026,167,482,10.0,626.574816,716.574816,True
C1_10_1,C1,GWO,2026,168,301,20.0,578.428907,668.428907,True
C1_10_1,C1,GWO,2026,169,960 750,40.0,1053.462618,1571.514957,True
C1_10_1,C1,GWO,2026,170,568,10.0,466.724758,1458.362379,True
C1_10_1,C1,GWO,2026,171,968 27,40.0,348.761724,965.715326,True
C1_10_1,C1,GWO,2026,172,654,30.0,113.296072,620.648036,True
C1_10_1,C1,GWO,2026,173,705 569 603,60.0,438.329988,1241.915006,True
C1_10_1,C1,GWO,2026,174,678,10.0,400.224937,734.112468,True
C1_10_1,C1,GWO,2026,175,226,20.0,504.099197,748.049598,True
C1_10_1,C1,GWO,2026,176,620 101,30.0,555.946474,1190.094218,True
C1_10_1,C1,GWO,2026,177,815 399,40.0,768.069406,1370.503535,True
C1_10_1,C1,GWO,2026,178,987 192,50.0,520.248487,1115.891597,True
C1_10_1,C1,GWO,2026,179,167 126,40.0,835.926033,1116.049598,True
C1_10_1,C1,GWO,2026,180,5,20.0,195.724296,717.862148,True
C1_10_1,C1,GWO,2026,181,896,10.0,467.247258,619.623629,True
C1_10_1,C1,GWO,2026,182,959 376,50.0,564.096547,1136.239617,True
C1_10_1,C1,GWO,2026,183,355 805,30.0,476.861483,1545.372046,True
C1_10_1,C1,GWO,2026,184,583,10.0,170.423003,1065.211502,True
C1_10_1,C1,GWO,2026,185,395,20.0,220.145406,839.072703,True
C1_10_1,C1,GWO,2026,186,390 594,40.0,639.772472,1189.337167,True
C1_10_1,C1,GWO,2026,187,442 610,40.0,295.392134,876.577427,True
C1_10_1,C1,GWO,2026,188,123,20.0,498.802566,1310.401283,True
C1_10_1,C1,GWO,2026,189,476,10.0,445.102235,602.551118,True
C1_10_1,C1,GWO,2026,190,972,20.0,515.402755,944.701378,True
C1_10_1,C1,GWO,2026,191,462,20.0,438.442699,769.221349,True
C1_10_1,C1,GWO,2026,192,293,20.0,332.61389,486.306945,True
C1_10_1,C1,GWO,2026,193,173 668,40.0,445.242054,1508.19039,True
C1_10_1,C1,GWO,2026,194,149,30.0,447.182289,685.591145,True
C1_10_1,C1,GWO,2026,195,122 723,40.0,483.785095,747.260792,True
C1_10_1,C1,GWO,2026,196,8,10.0,329.101808,749.550904,True
C1_10_1,C1,GWO,2026,197,306 96 358,40.0,900.733682,1263.769285,True
C1_10_1,C1,GWO,2026,198,197 763,30.0,688.65397,1108.780193,True
C1_10_1,C1,GWO,2026,199,590,20.0,132.966161,473.483081,True
C1_10_1,C1,GWO,2026,200,337,20.0,148.647233,483.323617,True
C1_10_1,C1,GWO,2026,201,291,10.0,317.370446,554.685223,True
C1_10_1,C1,GWO,2026,202,719,30.0,446.972035,788.486017,True
C1_10_1,C1,GWO,2026,203,930,30.0,284.682279,800.34114,True
C1_10_1,C1,GWO,2026,204,494,10.0,462.981641,882.490821,True
C1_10_1,C1,GWO,2026,205,530,10.0,119.816526,827.908263,True
C1_10_1,C1,GWO,2026,206,23,30.0,245.446532,961.723266,True
C1_10_1,C1,GWO,2026,207,657,10.0,388.499678,1105.249839,True
C1_10_1,C1,GWO,2026,208,504,10.0,282.028367,533.014184,True
C1_10_1,C1,GWO,2026,209,329 387,30.0,677.360703,1763.292552,True
C1_10_1,C1,GWO,2026,210,975,20.0,475.621698,1279.810849,True
C1_10_1,C1,GWO,2026,211,205,10.0,451.242728,1251.621364,True
C1_10_1,C1,GWO,2026,212,780 410,30.0,426.608221,635.247276,True
C1_10_1,C1,GWO,2026,213,718 672,40.0,995.753947,1254.851462,True
C1_10_1,C1,GWO,2026,214,698,20.0,442.669177,865.334588,True
C1_10_1,C1,GWO,2026,215,466,30.0,276.44891,701.224455,True
C1_10_1,C1,GWO,2026,216,866,20.0,638.78948,1160.39474,True
C1_10_1,C1,GWO,2026,217,558,10.0,449.177025,1240.588513,True
C1_10_1,C1,GWO,2026,218,658,30.0,293.127958,438.563979,True
C1_10_1,C1,GWO,2026,219,235,30.0,507.803111,931.901556,True
C1_10_1,C1,GWO,2026,220,703,20.0,272.624284,978.312142,True
C1_10_1,C1,GWO,2026,221,779,10.0,453.475468,786.737734,True
C1_10_1,C1,GWO,2026,222,175,40.0,467.786276,557.786276,True
C1_10_1,C1,GWO,2026,223,115 609,30.0,846.688618,1319.589373,True
C1_10_1,C1,GWO,2026,224,998,10.0,422.018957,851.009478,True
C1_10_1,C1,GWO,2026,225,210,30.0,465.48899,791.744495,True
C1_10_1,C1,GWO,2026,226,208,20.0,440.985261,530.985261,True
C1_10_1,C1,GWO,2026,227,421 459 338,40.0,711.726995,1231.774847,True
C1_10_1,C1,GWO,2026,228,51,10.0,355.370229,784.685115,True
C1_10_1,C1,GWO,2026,229,935,20.0,481.518432,998.759216,True
C1_10_1,C1,GWO,2026,230,902 685,30.0,680.664697,1318.522621,True
C1_10_1,C1,GWO,2026,231,325,30.0,331.83731,1029.918655,True
C1_10_1,C1,GWO,2026,232,697,20.0,415.769167,1129.884583,True
C1_10_1,C1,GWO,2026,233,806,20.0,578.58448,830.29224,True
C1_10_1,C1,GWO,2026,234,963 653,30.0,632.934159,1182.8571,True
C1_10_1,C1,GWO,2026,235,933 202,40.0,516.125095,1166.651911,True
C1_10_1,C1,GWO,2026,236,818 227,20.0,396.872505,933.009317,True
C1_10_1,C1,GWO,2026,237,35 556 757,40.0,709.755669,1099.518336,True
C1_10_1,C1,GWO,2026,238,623 455,60.0,503.592648,925.823618,True
C1_10_1,C1,GWO,2026,239,739,40.0,441.760116,1063.880058,True
C1_10_1,C1,GWO,2026,240,831,10.0,575.847202,1101.923601,True
C1_10_1,C1,GWO,2026,241,31,20.0,279.692688,894.846344,True
C1_10_1,C1,GWO,2026,242,649,10.0,319.681091,844.840546,True
C1_10_1,C1,GWO,2026,243,743,10.0,512.905449,836.452725,True
C1_10_1,C1,GWO,2026,244,758,30.0,185.946229,340.973114,True
C1_10_1,C1,GWO,2026,245,362 265,30.0,684.731366,1201.298208,True
C1_10_1,C1,GWO,2026,246,709,40.0,547.320747,888.660373,True
C1_10_1,C1,GWO,2026,247,938 953,30.0,483.272912,934.012048,True
C1_10_1,C1,GWO,2026,248,360,10.0,582.992281,1014.496141,True
C1_10_1,C1,GWO,2026,249,754,30.0,600.646319,1129.323159,True
C1_10_1,C1,GWO,2026,250,253 297,30.0,765.646119,1304.165518,True
C1_10_1,C1,GWO,2026,251,929,10.0,397.632997,1291.816498,True
C1_10_1,C1,GWO,2026,252,69,20.0,174.413302,331.206651,True
C1_10_1,C1,GWO,2026,253,278,20.0,156.460858,314.230429,True
C1_10_1,C1,GWO,2026,254,629 12,70.0,669.074776,1216.992574,True
C1_10_1,C1,GWO,2026,255,628,20.0,150.306354,1049.153177,True
C1_10_1,C1,GWO,2026,256,597,30.0,308.025973,458.012986,True
C1_10_1,C1,GWO,2026,257,133,10.0,485.674788,906.837394,True
C1_10_1,C1,GWO,2026,258,231 344,30.0,725.118949,915.614449,True
C1_10_1,C1,GWO,2026,259,9 409,40.0,584.87258,1168.524156,True
C1_10_1,C1,GWO,2026,260,773,30.0,397.456916,1016.728458,True
C1_10_1,C1,GWO,2026,261,640,20.0,324.81995,568.409975,True
C1_10_1,C1,GWO,2026,262,425 264,40.0,943.9289,1473.578463,True
C1_10_1,C1,GWO,2026,263,71,20.0,321.054513,1479.527256,True
C1_10_1,C1,GWO,2026,264,764,20.0,478.919617,568.919617,True
C1_10_1,C1,GWO,2026,265,941,10.0,301.091348,391.091348,True
C1_10_1,C1,GWO,2026,266,789 480,30.0,851.950929,1181.01646,True
C1_10_1,C1,GWO,2026,267,64,40.0,408.705273,1029.352636,True
C1_10_1,C1,GWO,2026,268,807,30.0,406.044333,847.022166,True
C1_10_1,C1,GWO,2026,269,90 691,20.0,566.023291,1422.549049,True
C1_10_1,C1,GWO,2026,270,316,20.0,401.646611,647.823305,True
C1_10_1,C1,GWO,2026,271,112 684,30.0,563.103365,1276.29857,True
C1_10_1,C1,GWO,2026,272,853,20.0,652.076683,803.038341,True
C1_10_1,C1,GWO,2026,273,193,20.0,274.758075,797.379038,True
C1_10_1,C1,GWO,2026,274,648 423,50.0,763.237615,1059.822001,True
C1_10_1,C1,GWO,2026,275,242 177,30.0,644.903468,1006.475302,True
C1_10_1,C1,GWO,2026,276,20,10.0,256.16401,770.082005,True
C1_10_1,C1,GWO,2026,277,934,30.0,507.342094,934.671047,True
C1_10_1,C1,GWO,2026,278,502,30.0,563.560112,802.780056,True
C1_10_1,C1,GWO,2026,279,461,20.0,394.568118,837.284059,True
C1_10_1,C1,GWO,2026,280,498,20.0,28.635642,547.317821,True
C1_10_1,C1,GWO,2026,281,213 650,50.0,584.309976,1512.789616,True
C1_10_1,C1,GWO,2026,282,727 221,30.0,739.901392,1651.067922,True
C1_10_1,C1,GWO,2026,283,418,20.0,330.411864,1114.205932,True
C1_10_1,C1,GWO,2026,284,986,20.0,338.63845,588.319225,True
C1_10_1,C1,GWO,2026,285,607,10.0,579.76547,917.882735,True
C1_10_1,C1,GWO,2026,286,618,30.0,418.994033,836.497017,True
C1_10_1,C1,GWO,2026,287,372,30.0,538.471912,1070.235956,True
C1_10_1,C1,GWO,2026,288,487,10.0,426.820805,516.820805,True
C1_10_1,C1,GWO,2026,289,406 453,30.0,908.761655,1368.213038,True
C1_10_1,C1,GWO,2026,290,250 871,30.0,921.038003,1444.65921,True
C1_10_1,C1,GWO,2026,291,706,10.0,546.497941,1148.248971,True
C1_10_1,C1,GWO,2026,292,229,10.0,521.60138,1036.80069,True
C1_10_1,C1,GWO,2026,293,992,30.0,302.165518,926.082759,True
C1_10_1,C1,GWO,2026,294,759,20.0,500.291915,923.145957,True
C1_10_1,C1,GWO,2026,295,1 198 53,60.0,1032.803132,1403.980547,True
C1_10_1,C1,GWO,2026,296,255,10.0,427.443564,578.721782,True
C1_10_1,C1,GWO,2026,297,506,30.0,322.0,743.0,True
C1_10_1,C1,GWO,2026,298,561 847,20.0,479.58301,1157.106497,True
C1_10_1,C1,GWO,2026,299,191 733,30.0,479.177889,1143.968388,True
C1_10_1,C1,GWO,2026,300,204 58,40.0,587.962497,1376.641616,True
C1_10_1,C1,GWO,2026,301,612 434,40.0,610.767462,1363.541751,True
C1_10_1,C1,GWO,2026,302,125 894,40.0,673.963416,1166.507036,True
C1_10_1,C1,GWO,2026,303,224 333,20.0,567.461526,904.696794,True
C1_10_1,C1,GWO,2026,304,985 588,70.0,339.780203,766.179785,True
C1_10_1,C1,GWO,2026,305,139,40.0,604.470016,754.235008,True
C1_10_1,C1,GWO,2026,306,527,10.0,561.88255,989.941275,True
C1_10_1,C1,GWO,2026,307,460,10.0,455.179086,806.589543,True
C1_10_1,C1,GWO,2026,308,563,20.0,331.78909,480.894545,True
C1_10_1,C1,GWO,2026,309,800,10.0,119.012604,277.506302,True
C1_10_1,C1,GWO,2026,310,725 279,20.0,415.074388,803.480908,True
C1_10_1,C1,GWO,2026,311,971,10.0,152.970585,955.485293,True
C1_10_1,C1,GWO,2026,312,305 256 248,60.0,808.910358,1375.873613,True
C1_10_1,C1,GWO,2026,313,361,10.0,659.411859,1376.70593,True
C1_10_1,C1,GWO,2026,314,781,30.0,274.204303,798.102152,True
C1_10_1,C1,GWO,2026,315,40 895,40.0,502.617316,1272.662942,True
C1_10_1,C1,GWO,2026,316,298,10.0,264.87733,683.438665,True
C1_10_1,C1,GWO,2026,317,949,10.0,407.592934,555.796467,True
C1_10_1,C1,GWO,2026,318,432 15,30.0,703.512839,1235.020467,True
C1_10_1,C1,GWO,2026,319,1000 73,30.0,431.896318,1326.624327,True
C1_10_1,C1,GWO,2026,320,904 593,20.0,435.885538,859.963499,True
C1_10_1,C1,GWO,2026,321,262,10.0,406.841492,661.420746,True
C1_10_1,C1,GWO,2026,322,102,10.0,505.371151,834.685575,True
C1_10_1,C1,GWO,2026,323,95,10.0,580.444657,670.444657,True
C1_10_1,C1,GWO,2026,324,371,30.0,108.461975,445.230987,True
C1_10_1,C1,GWO,2026,325,57,20.0,322.942719,654.47136,True
C1_10_1,C1,GWO,2026,326,965,20.0,425.793377,766.896689,True
C1_10_1,C1,GWO,2026,327,237,30.0,553.04611,1359.523055,True
C1_10_1,C1,GWO,2026,328,900,20.0,241.627813,759.813906,True
C1_10_1,C1,GWO,2026,329,386 427,40.0,785.72138,1135.601016,True
C1_10_1,C1,GWO,2026,330,989,10.0,417.214573,1132.607287,True
C1_10_1,C1,GWO,2026,331,586,10.0,324.992308,750.496154,True
C1_10_1,C1,GWO,2026,332,505,10.0,410.0,931.0,True
C1_10_1,C1,GWO,2026,333,272,20.0,301.681952,544.840976,True
C1_10_1,C1,GWO,2026,334,433,10.0,315.429865,1198.714933,True
C1_10_1,C1,GWO,2026,335,351 863,40.0,830.833972,1185.379833,True
C1_10_1,C1,GWO,2026,336,327,20.0,306.424542,931.212271,True
C1_10_1,C1,GWO,2026,337,271,20.0,595.02605,1012.513025,True
C1_10_1,C1,GWO,2026,338,332 134,40.0,501.5146,1110.098374,True
C1_10_1,C1,GWO,2026,339,828,10.0,317.61612,1101.80806,True
C1_10_1,C1,GWO,2026,340,875,20.0,539.303254,1251.651627,True
C1_10_1,C1,GWO,2026,341,868 159,50.0,772.927522,1202.807814,True
C1_10_1,C1,GWO,2026,342,217,20.0,470.93524,1382.46762,True
C1_10_1,C1,GWO,2026,343,3 304,40.0,594.995079,1086.877018,True
C1_10_1,C1,GWO,2026,344,117,10.0,390.266576,918.133288,True
C1_10_1,C1,GWO,2026,345,388,30.0,287.088836,377.088836,True
C1_10_1,C1,GWO,2026,346,655,20.0,339.092908,429.092908,True
C1_10_1,C1,GWO,2026,347,536 524,60.0,631.867179,1048.049577,True
C1_10_1,C1,GWO,2026,348,766,20.0,276.06521,627.032605,True
C1_10_1,C1,GWO,2026,349,89,20.0,402.591604,909.295802,True
C1_10_1,C1,GWO,2026,350,84 608,50.0,691.836338,1552.833291,True
C1_10_1,C1,GWO,2026,351,619,20.0,353.411941,861.70597,True
C1_10_1,C1,GWO,2026,352,363,30.0,615.457553,705.457553,True
C1_10_1,C1,GWO,2026,353,787 728,40.0,747.888439,1021.01869,True
C1_10_1,C1,GWO,2026,354,751,20.0,141.322327,950.661163,True
C1_10_1,C1,GWO,2026,355,116 381,30.0,659.143678,907.445611,True
C1_10_1,C1,GWO,2026,356,529,10.0,425.737008,566.868504,True
C1_10_1,C1,GWO,2026,357,328 879 283,60.0,771.778509,1547.217615,True
C1_10_1,C1,GWO,2026,358,290,10.0,512.19137,1505.095685,True
C1_10_1,C1,GWO,2026,359,671 345 811,50.0,653.144383,1304.33404,True
C1_10_1,C1,GWO,2026,360,574,20.0,459.164459,894.582229,True
C1_10_1,C1,GWO,2026,361,917,20.0,414.424903,1222.212451,True
C1_10_1,C1,GWO,2026,362,230,10.0,284.344861,1077.172431,True
C1_10_1,C1,GWO,2026,363,598,20.0,314.331036,1018.165518,True
C1_10_1,C1,GWO,2026,364,348,10.0,306.026143,1020.013071,True
